"","index","Timestamp","T_72","T_48","T_24","T_3","T_2","T_1","T_0","Sun","Mon","Tue","Wed","Thu","Fri","Sat","Closed","OutsideTemperature","Output","ID"
"7991",7991,2014-02-11 08:00:00,28201.090636329,29560.7415716545,197587.13595259,31436.8901711794,78214.3973111702,175491.747683397,206070.371458779,0,0,1,0,0,0,0,0,18,209091.935822853,8063
"7992",7992,2014-02-11 09:00:00,28679.6729175814,28262.0734200897,201220.119009499,78214.3973111702,175491.747683397,206070.371458779,209091.935822853,0,0,1,0,0,0,0,0,19,214304.107836626,8064
"7993",7993,2014-02-11 10:00:00,29113.9763949729,28459.0743258905,208005.911986836,175491.747683397,206070.371458779,209091.935822853,214304.107836626,0,0,1,0,0,0,0,0,19.9,221625.223598368,8065
"7994",7994,2014-02-11 11:00:00,29831.9823881206,28400.7429675107,211091.110560052,206070.371458779,209091.935822853,214304.107836626,221625.223598368,0,0,1,0,0,0,0,0,21,223718.25879405,8066
"7995",7995,2014-02-11 12:00:00,29471.1233937801,29452.5634161138,215299.983209692,209091.935822853,214304.107836626,221625.223598368,223718.25879405,0,0,1,0,0,0,0,0,21,230193.569859284,8067
"7996",7996,2014-02-11 13:00:00,30286.966983483,29167.8003302051,217174.806096527,214304.107836626,221625.223598368,223718.25879405,230193.569859284,0,0,1,0,0,0,0,0,20.85,232600.268677527,8068
"7997",7997,2014-02-11 14:00:00,35427.8156545101,29287.6447574218,218698.58026293,221625.223598368,223718.25879405,230193.569859284,232600.268677527,0,0,1,0,0,0,0,0,21,234472.174996443,8069
"7998",7998,2014-02-11 15:00:00,34238.1210861003,30154.6608569761,211000.431812025,223718.25879405,230193.569859284,232600.268677527,234472.174996443,0,0,1,0,0,0,0,0,22,215994.39151695,8070
"7999",7999,2014-02-11 16:00:00,33248.3439914103,30647.8259778235,188086.018242672,230193.569859284,232600.268677527,234472.174996443,215994.39151695,0,0,1,0,0,0,0,0,22.05,173484.883812594,8071
"8000",8000,2014-02-11 17:00:00,31648.2087740371,30284.050415564,164319.171413361,232600.268677527,234472.174996443,215994.39151695,173484.883812594,0,0,1,0,0,0,0,0,21,140824.891113206,8072
"8001",8001,2014-02-11 18:00:00,29838.6109515728,30331.5109298821,137574.50873876,234472.174996443,215994.39151695,173484.883812594,140824.891113206,0,0,1,0,0,0,0,0,20,96360.75261805,8073
"8002",8002,2014-02-11 19:00:00,29894.5560271098,30583.6614836057,106596.050015938,215994.39151695,173484.883812594,140824.891113206,96360.75261805,0,0,1,0,0,0,0,0,20,73051.2766669435,8074
"8003",8003,2014-02-11 20:00:00,28624.2581271206,31461.2832846837,87481.3941599539,173484.883812594,140824.891113206,96360.75261805,73051.2766669435,0,0,1,0,0,0,0,0,19,23291.7114010545,8075
"8004",8004,2014-02-11 21:00:00,31468.176990674,31640.5196404325,31957.099830912,140824.891113206,96360.75261805,73051.2766669435,23291.7114010545,0,0,1,0,0,0,0,0,19,23567.7247832062,8076
"8005",8005,2014-02-11 22:00:00,30976.6027250551,30674.3402316325,27612.2090592311,96360.75261805,73051.2766669435,23291.7114010545,23567.7247832062,0,0,1,0,0,0,0,0,18.75,24302.9650413297,8077
"8006",8006,2014-02-11 23:00:00,30857.5537254527,31604.9905403284,27177.6404393016,73051.2766669435,23291.7114010545,23567.7247832062,24302.9650413297,0,0,1,0,0,0,0,0,19,27140.785626507,8078
"8007",8007,2014-02-12 00:00:00,32587.8739290281,33396.5586702026,30540.7083924352,23291.7114010545,23567.7247832062,24302.9650413297,27140.785626507,0,0,0,1,0,0,0,0,19,31400.565643461,8079
"8008",8008,2014-02-12 01:00:00,33512.9562444241,32715.6726323875,34351.3369498647,23567.7247832062,24302.9650413297,27140.785626507,31400.565643461,0,0,0,1,0,0,0,0,16.2,28800.0476298743,8080
"8009",8009,2014-02-12 02:00:00,31201.1784548174,30975.5421549028,30809.0326409822,24302.9650413297,27140.785626507,31400.565643461,28800.0476298743,0,0,0,1,0,0,0,0,16,28770.0865230701,8081
"8010",8010,2014-02-12 03:00:00,30884.3331217998,31743.1298026733,32097.6253760997,27140.785626507,31400.565643461,28800.0476298743,28770.0865230701,0,0,0,1,0,0,0,0,16,29282.0767641219,8082
"8011",8011,2014-02-12 04:00:00,31455.7152913838,30701.1196279796,31116.3328426286,31400.565643461,28800.0476298743,28770.0865230701,29282.0767641219,0,0,0,1,0,0,0,0,14.9,28443.6960586813,8083
"8012",8012,2014-02-12 05:00:00,31245.1921161403,30560.0637977157,31436.8901711794,28800.0476298743,28770.0865230701,29282.0767641219,28443.6960586813,0,0,0,1,0,0,0,0,14,79303.868000182,8084
"8013",8013,2014-02-12 06:00:00,30060.004970878,78615.0276862242,78214.3973111702,28770.0865230701,29282.0767641219,28443.6960586813,79303.868000182,0,0,0,1,0,0,0,0,15,175793.214749206,8085
"8014",8014,2014-02-12 07:00:00,28794.7447791125,167483.647605465,175491.747683397,29282.0767641219,28443.6960586813,79303.868000182,175793.214749206,0,0,0,1,0,0,0,0,16,202886.539861395,8086
"8015",8015,2014-02-12 08:00:00,29560.7415716545,197587.13595259,206070.371458779,28443.6960586813,79303.868000182,175793.214749206,202886.539861395,0,0,0,1,0,0,0,0,17,215382.707681576,8087
"8016",8016,2014-02-12 09:00:00,28262.0734200897,201220.119009499,209091.935822853,79303.868000182,175793.214749206,202886.539861395,215382.707681576,0,0,0,1,0,0,0,0,18,228978.951892294,8088
"8017",8017,2014-02-12 10:00:00,28459.0743258905,208005.911986836,214304.107836626,175793.214749206,202886.539861395,215382.707681576,228978.951892294,0,0,0,1,0,0,0,0,17.15,227167.763214601,8089
"8018",8018,2014-02-12 11:00:00,28400.7429675107,211091.110560052,221625.223598368,202886.539861395,215382.707681576,228978.951892294,227167.763214601,0,0,0,1,0,0,0,0,20,232307.021030399,8090
"8019",8019,2014-02-12 12:00:00,29452.5634161138,215299.983209692,223718.25879405,215382.707681576,228978.951892294,227167.763214601,232307.021030399,0,0,0,1,0,0,0,0,21,228884.826291272,8091
"8020",8020,2014-02-12 13:00:00,29167.8003302051,217174.806096527,230193.569859284,228978.951892294,227167.763214601,232307.021030399,228884.826291272,0,0,0,1,0,0,0,0,21.9,227710.244847533,8092
"8021",8021,2014-02-12 14:00:00,29287.6447574218,218698.58026293,232600.268677527,227167.763214601,232307.021030399,228884.826291272,227710.244847533,0,0,0,1,0,0,0,0,22,224198.697073069,8093
"8022",8022,2014-02-12 15:00:00,30154.6608569761,211000.431812025,234472.174996443,232307.021030399,228884.826291272,227710.244847533,224198.697073069,0,0,0,1,0,0,0,0,21,203773.706793844,8094
"8023",8023,2014-02-12 16:00:00,30647.8259778235,188086.018242672,215994.39151695,228884.826291272,227710.244847533,224198.697073069,203773.706793844,0,0,0,1,0,0,0,0,20.75,169114.804499795,8095
"8024",8024,2014-02-12 17:00:00,30284.050415564,164319.171413361,173484.883812594,227710.244847533,224198.697073069,203773.706793844,169114.804499795,0,0,0,1,0,0,0,0,20,119637.350894433,8096
"8025",8025,2014-02-12 18:00:00,30331.5109298821,137574.50873876,140824.891113206,224198.697073069,203773.706793844,169114.804499795,119637.350894433,0,0,0,1,0,0,0,0,20,40474.8038670533,8097
"8026",8026,2014-02-12 19:00:00,30583.6614836057,106596.050015938,96360.75261805,203773.706793844,169114.804499795,119637.350894433,40474.8038670533,0,0,0,1,0,0,0,0,20,33398.6798105073,8098
"8027",8027,2014-02-12 20:00:00,31461.2832846837,87481.3941599539,73051.2766669435,169114.804499795,119637.350894433,40474.8038670533,33398.6798105073,0,0,0,1,0,0,0,0,18,27482.289215567,8099
"8028",8028,2014-02-12 21:00:00,31640.5196404325,31957.099830912,23291.7114010545,119637.350894433,40474.8038670533,33398.6798105073,27482.289215567,0,0,0,1,0,0,0,0,18,26006.7709910961,8100
"8029",8029,2014-02-12 22:00:00,30674.3402316325,27612.2090592311,23567.7247832062,40474.8038670533,33398.6798105073,27482.289215567,26006.7709910961,0,0,0,1,0,0,0,0,18.15,25540.915551672,8101
"8030",8030,2014-02-12 23:00:00,31604.9905403284,27177.6404393016,24302.9650413297,33398.6798105073,27482.289215567,26006.7709910961,25540.915551672,0,0,0,1,0,0,0,0,18,29373.550939763,8102
"8031",8031,2014-02-13 00:00:00,33396.5586702026,30540.7083924352,27140.785626507,27482.289215567,26006.7709910961,25540.915551672,29373.550939763,0,0,0,0,1,0,0,0,18,32064.2174163003,8103
"8032",8032,2014-02-13 01:00:00,32715.6726323875,34351.3369498647,31400.565643461,26006.7709910961,25540.915551672,29373.550939763,32064.2174163003,0,0,0,0,1,0,0,0,18,31195.8756040556,8104
"8033",8033,2014-02-13 02:00:00,30975.5421549028,30809.0326409822,28800.0476298743,25540.915551672,29373.550939763,32064.2174163003,31195.8756040556,0,0,0,0,1,0,0,0,18,31138.6048158281,8105
"8034",8034,2014-02-13 03:00:00,31743.1298026733,32097.6253760997,28770.0865230701,29373.550939763,32064.2174163003,31195.8756040556,31138.6048158281,0,0,0,0,1,0,0,0,18,30857.8188679908,8106
"8035",8035,2014-02-13 04:00:00,30701.1196279796,31116.3328426286,29282.0767641219,32064.2174163003,31195.8756040556,31138.6048158281,30857.8188679908,0,0,0,0,1,0,0,0,18,31426.2844696558,8107
"8036",8036,2014-02-13 05:00:00,30560.0637977157,31436.8901711794,28443.6960586813,31195.8756040556,31138.6048158281,30857.8188679908,31426.2844696558,0,0,0,0,1,0,0,0,18,76480.0999695235,8108
"8037",8037,2014-02-13 06:00:00,78615.0276862242,78214.3973111702,79303.868000182,31138.6048158281,30857.8188679908,31426.2844696558,76480.0999695235,0,0,0,0,1,0,0,0,18,174321.938805344,8109
"8038",8038,2014-02-13 07:00:00,167483.647605465,175491.747683397,175793.214749206,30857.8188679908,31426.2844696558,76480.0999695235,174321.938805344,0,0,0,0,1,0,0,0,17.8,205502.170999652,8110
"8039",8039,2014-02-13 08:00:00,197587.13595259,206070.371458779,202886.539861395,31426.2844696558,76480.0999695235,174321.938805344,205502.170999652,0,0,0,0,1,0,0,0,17,212225.125195463,8111
"8040",8040,2014-02-13 09:00:00,201220.119009499,209091.935822853,215382.707681576,76480.0999695235,174321.938805344,205502.170999652,212225.125195463,0,0,0,0,1,0,0,0,17,223350.771236257,8112
"8041",8041,2014-02-13 10:00:00,208005.911986836,214304.107836626,228978.951892294,174321.938805344,205502.170999652,212225.125195463,223350.771236257,0,0,0,0,1,0,0,0,19.05,227721.380834133,8113
"8042",8042,2014-02-13 11:00:00,211091.110560052,221625.223598368,227167.763214601,205502.170999652,212225.125195463,223350.771236257,227721.380834133,0,0,0,0,1,0,0,0,21,222932.641453689,8114
"8043",8043,2014-02-13 12:00:00,215299.983209692,223718.25879405,232307.021030399,212225.125195463,223350.771236257,227721.380834133,222932.641453689,0,0,0,0,1,0,0,0,19,213836.131256897,8115
"8044",8044,2014-02-13 13:00:00,217174.806096527,230193.569859284,228884.826291272,223350.771236257,227721.380834133,222932.641453689,213836.131256897,0,0,0,0,1,0,0,0,20.9,203131.53156659,8116
"8045",8045,2014-02-13 14:00:00,218698.58026293,232600.268677527,227710.244847533,227721.380834133,222932.641453689,213836.131256897,203131.53156659,0,0,0,0,1,0,0,0,20,207633.651863358,8117
"8046",8046,2014-02-13 15:00:00,211000.431812025,234472.174996443,224198.697073069,222932.641453689,213836.131256897,203131.53156659,207633.651863358,0,0,0,0,1,0,0,0,21,190464.34680934,8118
"8047",8047,2014-02-13 16:00:00,188086.018242672,215994.39151695,203773.706793844,213836.131256897,203131.53156659,207633.651863358,190464.34680934,0,0,0,0,1,0,0,0,21.75,154018.91409364,8119
"8048",8048,2014-02-13 17:00:00,164319.171413361,173484.883812594,169114.804499795,203131.53156659,207633.651863358,190464.34680934,154018.91409364,0,0,0,0,1,0,0,0,21,134623.737432357,8120
"8049",8049,2014-02-13 18:00:00,137574.50873876,140824.891113206,119637.350894433,207633.651863358,190464.34680934,154018.91409364,134623.737432357,0,0,0,0,1,0,0,0,20,108479.092321454,8121
"8050",8050,2014-02-13 19:00:00,106596.050015938,96360.75261805,40474.8038670533,190464.34680934,154018.91409364,134623.737432357,108479.092321454,0,0,0,0,1,0,0,0,18.05,68167.6162578638,8122
"8051",8051,2014-02-13 20:00:00,87481.3941599539,73051.2766669435,33398.6798105073,154018.91409364,134623.737432357,108479.092321454,68167.6162578638,0,0,0,0,1,0,0,0,18,27569.5211105986,8123
"8052",8052,2014-02-13 21:00:00,31957.099830912,23291.7114010545,27482.289215567,134623.737432357,108479.092321454,68167.6162578638,27569.5211105986,0,0,0,0,1,0,0,0,18,25894.8808400221,8124
"8053",8053,2014-02-13 22:00:00,27612.2090592311,23567.7247832062,26006.7709910961,108479.092321454,68167.6162578638,27569.5211105986,25894.8808400221,0,0,0,0,1,0,0,0,17.2,24720.2993962834,8125
"8054",8054,2014-02-13 23:00:00,27177.6404393016,24302.9650413297,25540.915551672,68167.6162578638,27569.5211105986,25894.8808400221,24720.2993962834,0,0,0,0,1,0,0,0,18,27863.5641853404,8126
"8055",8055,2014-02-14 00:00:00,30540.7083924352,27140.785626507,29373.550939763,27569.5211105986,25894.8808400221,24720.2993962834,27863.5641853404,0,0,0,0,0,1,0,0,18,31597.0362641857,8127
"8056",8056,2014-02-14 01:00:00,34351.3369498647,31400.565643461,32064.2174163003,25894.8808400221,24720.2993962834,27863.5641853404,31597.0362641857,0,0,0,0,0,1,0,0,16.75,30190.9853846944,8128
"8057",8057,2014-02-14 02:00:00,30809.0326409822,28800.0476298743,31195.8756040556,24720.2993962834,27863.5641853404,31597.0362641857,30190.9853846944,0,0,0,0,0,1,0,0,17,31343.2948552336,8129
"8058",8058,2014-02-14 03:00:00,32097.6253760997,28770.0865230701,31138.6048158281,27863.5641853404,31597.0362641857,30190.9853846944,31343.2948552336,0,0,0,0,0,1,0,0,16,30197.6139481467,8130
"8059",8059,2014-02-14 04:00:00,31116.3328426286,29282.0767641219,30857.8188679908,31597.0362641857,30190.9853846944,31343.2948552336,30197.6139481467,0,0,0,0,0,1,0,0,16.9,31021.1466714542,8131
"8060",8060,2014-02-14 05:00:00,31436.8901711794,28443.6960586813,31426.2844696558,30190.9853846944,31343.2948552336,30197.6139481467,31021.1466714542,0,0,0,0,0,1,0,0,17,75777.472243585,8132
"8061",8061,2014-02-14 06:00:00,78214.3973111702,79303.868000182,76480.0999695235,31343.2948552336,30197.6139481467,31021.1466714542,75777.472243585,0,0,0,0,0,1,0,0,17,179571.23077445,8133
"8062",8062,2014-02-14 07:00:00,175491.747683397,175793.214749206,174321.938805344,30197.6139481467,31021.1466714542,75777.472243585,179571.23077445,0,0,0,0,0,1,0,0,16.05,202785.255411844,8134
"8063",8063,2014-02-14 08:00:00,206070.371458779,202886.539861395,205502.170999652,31021.1466714542,75777.472243585,179571.23077445,202785.255411844,0,0,0,0,0,1,0,0,18,204535.461305776,8135
"8064",8064,2014-02-14 09:00:00,209091.935822853,215382.707681576,212225.125195463,75777.472243585,179571.23077445,202785.255411844,204535.461305776,0,0,0,0,0,1,0,0,18,211820.782824875,8136
"8065",8065,2014-02-14 10:00:00,214304.107836626,228978.951892294,223350.771236257,179571.23077445,202785.255411844,204535.461305776,211820.782824875,0,0,0,0,0,1,0,0,20,200405.601132486,8137
"8066",8066,2014-02-14 11:00:00,221625.223598368,227167.763214601,227721.380834133,202785.255411844,204535.461305776,211820.782824875,200405.601132486,0,0,0,0,0,1,0,0,20,197726.070642549,8138
"8067",8067,2014-02-14 12:00:00,223718.25879405,232307.021030399,222932.641453689,204535.461305776,211820.782824875,200405.601132486,197726.070642549,0,0,0,0,0,1,0,0,20,187249.758677537,8139
"8068",8068,2014-02-14 13:00:00,230193.569859284,228884.826291272,213836.131256897,211820.782824875,200405.601132486,197726.070642549,187249.758677537,0,0,0,0,0,1,0,0,21.8,178068.668011094,8140
"8069",8069,2014-02-14 14:00:00,232600.268677527,227710.244847533,203131.53156659,200405.601132486,197726.070642549,187249.758677537,178068.668011094,0,0,0,0,0,1,0,0,21,172676.19907142,8141
"8070",8070,2014-02-14 15:00:00,234472.174996443,224198.697073069,207633.651863358,197726.070642549,187249.758677537,178068.668011094,172676.19907142,0,0,0,0,0,1,0,0,19,122495.852597582,8142
"8071",8071,2014-02-14 16:00:00,215994.39151695,203773.706793844,190464.34680934,187249.758677537,178068.668011094,172676.19907142,122495.852597582,0,0,0,0,0,1,0,0,21.8,78313.2954778777,8143
"8072",8072,2014-02-14 17:00:00,173484.883812594,169114.804499795,154018.91409364,178068.668011094,172676.19907142,122495.852597582,78313.2954778777,0,0,0,0,0,1,0,0,21,27322.6734076368,8144
"8073",8073,2014-02-14 20:00:00,140824.891113206,119637.350894433,134623.737432357,172676.19907142,122495.852597582,78313.2954778777,27322.6734076368,0,0,0,0,0,1,0,0,18,22527.0403212029,8145
"8074",8074,2014-02-14 21:00:00,96360.75261805,40474.8038670533,108479.092321454,122495.852597582,78313.2954778777,27322.6734076368,22527.0403212029,0,0,0,0,0,1,0,0,17,22371.9319364202,8146
"8075",8075,2014-02-14 22:00:00,73051.2766669435,33398.6798105073,68167.6162578638,78313.2954778777,27322.6734076368,22527.0403212029,22371.9319364202,0,0,0,0,0,1,0,0,17.75,22325.5319922545,8147
"8076",8076,2014-02-14 23:00:00,23291.7114010545,27482.289215567,27569.5211105986,27322.6734076368,22527.0403212029,22371.9319364202,22325.5319922545,0,0,0,0,0,1,0,0,17,26216.4987387253,8148
"8077",8077,2014-02-15 00:00:00,23567.7247832062,26006.7709910961,25894.8808400221,22527.0403212029,22371.9319364202,22325.5319922545,26216.4987387253,0,0,0,0,0,0,1,1,17,31886.3067732419,8149
"8078",8078,2014-02-15 01:00:00,24302.9650413297,25540.915551672,24720.2993962834,22371.9319364202,22325.5319922545,26216.4987387253,31886.3067732419,0,0,0,0,0,0,1,1,17.15,28234.4985961283,8150
"8079",8079,2014-02-15 02:00:00,27140.785626507,29373.550939763,27863.5641853404,22325.5319922545,26216.4987387253,31886.3067732419,28234.4985961283,0,0,0,0,0,0,1,1,17,27113.4759450838,8151
"8080",8080,2014-02-15 03:00:00,31400.565643461,32064.2174163003,31597.0362641857,26216.4987387253,31886.3067732419,28234.4985961283,27113.4759450838,0,0,0,0,0,0,1,1,17,26999.7297962432,8152
"8081",8081,2014-02-15 04:00:00,28800.0476298743,31195.8756040556,30190.9853846944,31886.3067732419,28234.4985961283,27113.4759450838,26999.7297962432,0,0,0,0,0,0,1,1,16.15,26882.5367944074,8153
"8082",8082,2014-02-15 05:00:00,28770.0865230701,31138.6048158281,31343.2948552336,28234.4985961283,27113.4759450838,26999.7297962432,26882.5367944074,0,0,0,0,0,0,1,1,17,46067.1902804477,8154
"8083",8083,2014-02-15 06:00:00,29282.0767641219,30857.8188679908,30197.6139481467,27113.4759450838,26999.7297962432,26882.5367944074,46067.1902804477,0,0,0,0,0,0,1,1,15,92956.0572864363,8155
"8084",8084,2014-02-15 07:00:00,28443.6960586813,31426.2844696558,31021.1466714542,26999.7297962432,26882.5367944074,46067.1902804477,92956.0572864363,0,0,0,0,0,0,1,1,14.15,89317.5062362272,8156
"8085",8085,2014-02-15 08:00:00,79303.868000182,76480.0999695235,75777.472243585,26882.5367944074,46067.1902804477,92956.0572864363,89317.5062362272,0,0,0,0,0,0,1,1,16,89659.0098252871,8157
"8086",8086,2014-02-15 09:00:00,175793.214749206,174321.938805344,179571.23077445,46067.1902804477,92956.0572864363,89317.5062362272,89659.0098252871,0,0,0,0,0,0,1,1,18,90913.664315529,8158
"8087",8087,2014-02-15 10:00:00,202886.539861395,205502.170999652,202785.255411844,92956.0572864363,89317.5062362272,89659.0098252871,90913.664315529,0,0,0,0,0,0,1,1,18.9,86692.06482406,8159
"8088",8088,2014-02-15 11:00:00,215382.707681576,212225.125195463,204535.461305776,89317.5062362272,89659.0098252871,90913.664315529,86692.06482406,0,0,0,0,0,0,1,1,20,77885.0902788624,8160
"8089",8089,2014-02-15 12:00:00,228978.951892294,223350.771236257,211820.782824875,89659.0098252871,90913.664315529,86692.06482406,77885.0902788624,0,0,0,0,0,0,1,1,21,31838.0508313096,8161
"8090",8090,2014-02-15 13:00:00,227167.763214601,227721.380834133,200405.601132486,90913.664315529,86692.06482406,77885.0902788624,31838.0508313096,0,0,0,0,0,0,1,1,22.15,32793.889681124,8162
"8091",8091,2014-02-15 14:00:00,232307.021030399,222932.641453689,197726.070642549,86692.06482406,77885.0902788624,31838.0508313096,32793.889681124,0,0,0,0,0,0,1,1,22,33891.5797888166,8163
"8092",8092,2014-02-15 15:00:00,228884.826291272,213836.131256897,187249.758677537,77885.0902788624,31838.0508313096,32793.889681124,33891.5797888166,0,0,0,0,0,0,1,1,23,34692.3102538484,8164
"8093",8093,2014-02-15 16:00:00,227710.244847533,203131.53156659,178068.668011094,31838.0508313096,32793.889681124,33891.5797888166,34692.3102538484,0,0,0,0,0,0,1,1,22.15,32369.9267627181,8165
"8094",8094,2014-02-15 17:00:00,224198.697073069,207633.651863358,172676.19907142,32793.889681124,33891.5797888166,34692.3102538484,32369.9267627181,0,0,0,0,0,0,1,1,22,37496.9880217645,8166
"8095",8095,2014-02-15 18:00:00,203773.706793844,190464.34680934,122495.852597582,33891.5797888166,34692.3102538484,32369.9267627181,37496.9880217645,0,0,0,0,0,0,1,1,22,35336.6066214071,8167
"8096",8096,2014-02-15 19:00:00,169114.804499795,154018.91409364,78313.2954778777,34692.3102538484,32369.9267627181,37496.9880217645,35336.6066214071,0,0,0,0,0,0,1,1,20.85,29580.6272620113,8168
"8097",8097,2014-02-15 20:00:00,119637.350894433,134623.737432357,27322.6734076368,32369.9267627181,37496.9880217645,35336.6066214071,29580.6272620113,0,0,0,0,0,0,1,1,19,28433.885784772,8169
"8098",8098,2014-02-15 21:00:00,40474.8038670533,108479.092321454,22527.0403212029,37496.9880217645,35336.6066214071,29580.6272620113,28433.885784772,0,0,0,0,0,0,1,1,18,28650.5072383915,8170
"8099",8099,2014-02-15 22:00:00,33398.6798105073,68167.6162578638,22371.9319364202,35336.6066214071,29580.6272620113,28433.885784772,28650.5072383915,0,0,0,0,0,0,1,1,17.9,27117.187940617,8171
"8100",8100,2014-02-15 23:00:00,27482.289215567,27569.5211105986,22325.5319922545,29580.6272620113,28433.885784772,28650.5072383915,27117.187940617,0,0,0,0,0,0,1,1,18,28291.7693843558,8172
"8101",8101,2014-02-16 00:00:00,26006.7709910961,25894.8808400221,26216.4987387253,28433.885784772,28650.5072383915,27117.187940617,28291.7693843558,1,0,0,0,0,0,0,1,18,26531.7532165143,8173
"8102",8102,2014-02-16 01:00:00,25540.915551672,24720.2993962834,31886.3067732419,28650.5072383915,27117.187940617,28291.7693843558,26531.7532165143,1,0,0,0,0,0,0,1,16.85,24358.6449743286,8174
"8103",8103,2014-02-16 02:00:00,29373.550939763,27863.5641853404,28234.4985961283,27117.187940617,28291.7693843558,26531.7532165143,24358.6449743286,1,0,0,0,0,0,0,1,16,24705.9816992265,8175
"8104",8104,2014-02-16 03:00:00,32064.2174163003,31597.0362641857,27113.4759450838,28291.7693843558,26531.7532165143,24358.6449743286,24705.9816992265,1,0,0,0,0,0,0,1,16,25659.9645512744,8176
"8105",8105,2014-02-16 04:00:00,31195.8756040556,30190.9853846944,26999.7297962432,26531.7532165143,24358.6449743286,24705.9816992265,25659.9645512744,1,0,0,0,0,0,0,1,15.15,24448.2631522031,8177
"8106",8106,2014-02-16 05:00:00,31138.6048158281,31343.2948552336,26882.5367944074,24358.6449743286,24705.9816992265,25659.9645512744,24448.2631522031,1,0,0,0,0,0,0,1,15,24039.6785010064,8178
"8107",8107,2014-02-16 06:00:00,30857.8188679908,30197.6139481467,46067.1902804477,24705.9816992265,25659.9645512744,24448.2631522031,24039.6785010064,1,0,0,0,0,0,0,1,14,23096.036207944,8179
"8108",8108,2014-02-16 07:00:00,31426.2844696558,31021.1466714542,92956.0572864363,25659.9645512744,24448.2631522031,24039.6785010064,23096.036207944,1,0,0,0,0,0,0,1,13.9,22223.4521150898,8180
"8109",8109,2014-02-16 08:00:00,76480.0999695235,75777.472243585,89317.5062362272,24448.2631522031,24039.6785010064,23096.036207944,22223.4521150898,1,0,0,0,0,0,0,1,15,22668.891579081,8181
"8110",8110,2014-02-16 09:00:00,174321.938805344,179571.23077445,89659.0098252871,24039.6785010064,23096.036207944,22223.4521150898,22668.891579081,1,0,0,0,0,0,0,1,16,23098.6876333249,8182
"8111",8111,2014-02-16 10:00:00,205502.170999652,202785.255411844,90913.664315529,23096.036207944,22223.4521150898,22668.891579081,23098.6876333249,1,0,0,0,0,0,0,1,18.75,24208.0440126935,8183
"8112",8112,2014-02-16 11:00:00,212225.125195463,204535.461305776,86692.06482406,22223.4521150898,22668.891579081,23098.6876333249,24208.0440126935,1,0,0,0,0,0,0,1,21,29156.3992010672,8184
"8113",8113,2014-02-16 12:00:00,223350.771236257,211820.782824875,77885.0902788624,22668.891579081,23098.6876333249,24208.0440126935,29156.3992010672,1,0,0,0,0,0,0,1,21,30485.0284594363,8185
"8114",8114,2014-02-16 13:00:00,227721.380834133,200405.601132486,31838.0508313096,23098.6876333249,24208.0440126935,29156.3992010672,30485.0284594363,1,0,0,0,0,0,0,1,23.2,31480.9038325023,8186
"8115",8115,2014-02-16 14:00:00,222932.641453689,197726.070642549,32793.889681124,24208.0440126935,29156.3992010672,30485.0284594363,31480.9038325023,1,0,0,0,0,0,0,1,25,30489.8010251219,8187
"8116",8116,2014-02-16 15:00:00,213836.131256897,187249.758677537,33891.5797888166,29156.3992010672,30485.0284594363,31480.9038325023,30489.8010251219,1,0,0,0,0,0,0,1,24,30835.5468947912,8188
"8117",8117,2014-02-16 16:00:00,203131.53156659,178068.668011094,34692.3102538484,30485.0284594363,31480.9038325023,30489.8010251219,30835.5468947912,1,0,0,0,0,0,0,1,25.95,29824.293254516,8189
"8118",8118,2014-02-16 17:00:00,207633.651863358,172676.19907142,32369.9267627181,31480.9038325023,30489.8010251219,30835.5468947912,29824.293254516,1,0,0,0,0,0,0,1,25,28045.9822515463,8190
"8119",8119,2014-02-16 18:00:00,190464.34680934,122495.852597582,37496.9880217645,30489.8010251219,30835.5468947912,29824.293254516,28045.9822515463,1,0,0,0,0,0,0,1,24,25483.9099059826,8191
"8120",8120,2014-02-16 19:00:00,154018.91409364,78313.2954778777,35336.6066214071,30835.5468947912,29824.293254516,28045.9822515463,25483.9099059826,1,0,0,0,0,0,0,1,23,24684.7702961793,8192
"8121",8121,2014-02-16 20:00:00,134623.737432357,27322.6734076368,29580.6272620113,29824.293254516,28045.9822515463,25483.9099059826,24684.7702961793,1,0,0,0,0,0,0,1,21,26092.9423159754,8193
"8122",8122,2014-02-16 21:00:00,108479.092321454,22527.0403212029,28433.885784772,28045.9822515463,25483.9099059826,24684.7702961793,26092.9423159754,1,0,0,0,0,0,0,1,20,26740.1552514531,8194
"8123",8123,2014-02-16 22:00:00,68167.6162578638,22371.9319364202,28650.5072383915,25483.9099059826,24684.7702961793,26092.9423159754,26740.1552514531,1,0,0,0,0,0,0,1,18.75,26510.8069560052,8195
"8124",8124,2014-02-16 23:00:00,27569.5211105986,22325.5319922545,27117.187940617,24684.7702961793,26092.9423159754,26740.1552514531,26510.8069560052,1,0,0,0,0,0,0,1,18,27903.3355660539,8196
"8125",8125,2014-02-17 00:00:00,25894.8808400221,26216.4987387253,28291.7693843558,26092.9423159754,26740.1552514531,26510.8069560052,27903.3355660539,0,0,0,0,0,0,0,0,18,30043.0358484402,8197
"8126",8126,2014-02-17 01:00:00,24720.2993962834,31886.3067732419,26531.7532165143,26740.1552514531,26510.8069560052,27903.3355660539,30043.0358484402,0,0,0,0,0,0,0,0,17.75,29686.4191347092,8198
